//item.txt＠AthenaDB計画 2004/08/22 12:51:37 +0900 (JST)
ID	Jname
7184	ピアノの鍵盤
7185	クイズ参加券
7186	細い蔦
7187	お面
7188	茶色い根
7189	木の心臓
7190	非常に硬い皮
7191	提灯
7192	風車
7193	生まれたての若芽
7194	軟らかい草の葉
7195	パチンコ
7196	肩当て
7197	丈夫な蔓
7198	大きな葉
7199	クーポン券
7200	弾力がある縄
7201	丸太
7202	カブトムシの足
7203	硬い枝
7204	火薬
7205	黒い布切れ
7206	黒猫の人形
7207	古いマント
7208	錆びた包丁
7209	デュラハンの兜
7210	デュラハンの鎧の欠片
7211	ロゼッタストーンの欠片
7212	吊り下げられた人形
7213	針刺し
7214	コウモリ籠
7215	折れた針
7216	赤いスカーフ
7217	糸巻
7218	腐った綱
7219	縞模様の靴下
7220	エクトプラズム
7221	縛られた鎖
7222	木の節目
7223	歪んだ自画像
7224	賢者の石
7225	カボチャの提灯
7226	丸薬
7227	TCGカード
7228	金塊
7229	銀塊
7230	白金の塊
7231	金鉱石
7232	銀鉱石
7233	ミスリル鉱石
7234	ギルドの心
7235	突撃の心
7236	守護の心
7237	協同の心
7238	調和の心
7239	前進の心
7240	信頼の心
7241	結束の心
7242	和合の心
7243	協力の心
7244	団結の心
7245	友情の心
7246	平和の心
7247	根性の心
7248	名誉の心
7249	奉仕の心
7250	光栄の心
7251	勝利の心
7252	漢方薬
7253	金色の大極旗
7254	デジタル印画券
7262	ミョグェの団扇
7263	猫眼石
7264	乾いてしまった砂
7265	容疑角
7266	容疑フレームだから
7267	虎パンツ
7268	ソグィリョング
7269	赤んぼうの前掛け
7270	赤んぼうの哺乳瓶
7271	ノービスフィギュア
7272	握り飯人形
7273	RWCネックレス
7274	古代言語辞書
7275	古代言語文集
7276	絵葉書
7277	ムナック人形
7278	見舞いの手紙
7279	ビタ500の瓶の栓
7280	1回クイズ参加券
7281	2回クイズ参加券
7282	3回クイズ参加券
7283	4回クイズ参加券
7284	5回クイズ参加券
9001	ポリンの卵
9002	ドロップスの卵
9003	ポポリンの卵
9004	ルナティックの卵
9005	ピッキの卵
9006	チョンチョンの卵
9007	スチールチョンチョンの卵
9008	ハンターフライの卵
9009	サベージベベの卵
9010	子供デザートウルフの卵
9011	ロッカーの卵
9012	スポアの卵
9013	ポイズンスポアの卵
9014	ペコペコの卵
9015	スモーキーの卵
9016	ヨーヨーの卵
9017	オークウォーリアーの卵
9018	ムナックの卵
9019	ドケビの卵
9020	ソヒーの卵
9021	イシスの卵
9022	緑のプティットの卵
9023	デビルチの卵
9024	バフォメットJr.の卵
9025	ボンゴンの卵
9026	アリスの卵
9027	ジルタスの卵
9028	testの卵
9029	testの卵
10001	動物の頭蓋兜
10002	モンスター酸素マスク
10003	透明な頭の防具
10004	おしゃぶり
10005	ファションカツラ
10006	女王の髪飾り
10007	シルクリボン
10008	精神棒
10009	野生花
10010	へこんだ鉄の鍋
10011	星のヘアーピン
10012	小さな卵殻
10013	かばん
10014	ロッカー眼鏡
10015	緑色のレース
10016	金の鈴
10017	木のパンツ
10018	サルのリング
10019	赤いマフラー
10020	道士の剣
11000	プロンテラ歴史書物
11001	詩集
11002	小説
